,name,essround,edition,cntry,gndr,yrbrn,rlgblg,ctzcntr,edulvlb,edulvlfb,edulvlmb,imsmetn,impcntr,imbgeco,imueclt,imwbcnt,age,edu_lv,edu_lvf,edu_lvm,imsmetn_lv,impcntr_lv,imbgeco_lv,imueclt_lv,imwbcnt_lv,edu_overall,edu_difference,edu_mobility,attitude_lv,edu_lvp,attitude_b,region,edu_mobility_onehot,edu_up,edu_down
27738,ESS8e02_1,8,2.1,IS,1.0,1975,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,7,7,8,44.0,4.0,3.5,2.5,2.0,2.0,1.0,1.0,2.0,3.1666666666666665,0.6666666666666666,0.5,8.0,3.0,1,North Europe,1,1,0
27739,ESS8e02_1,8,2.1,IS,0.0,1982,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3C >= 2 years, no access ISCED 5",ISCED 4 programmes without access ISCED 5,Allow some,Allow a few,5,5,5,37.0,6.0,3.5,4.0,1.0,-1.0,0.0,0.0,0.0,4.666666666666667,2.0,2.75,0.0,4.0,0,North Europe,1,1,0
27740,ESS8e02_1,8,2.1,IS,1.0,1989,0.0,Yes,"ISCED 5B short, advanced vocational qualifications","General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A short, intermediate/academic/general tertiary below bachelor",Allow some,Allow some,7,7,5,30.0,5.0,2.5,5.0,1.0,1.0,1.0,1.0,0.0,4.166666666666667,1.6666666666666667,1.25,4.0,4.0,1,North Europe,1,1,0
27741,ESS8e02_1,8,2.1,IS,1.0,1960,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,8,9,8,59.0,8.0,3.5,3.0,2.0,2.0,2.0,2.0,2.0,4.666666666666667,3.0,4.25,10.0,3.0,1,North Europe,1,1,0
27742,ESS8e02_1,8,2.1,IS,0.0,1942,1.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,8,8,8,77.0,2.0,3.5,1.0,2.0,2.0,2.0,2.0,2.0,2.3333333333333335,1.6666666666666667,0.25,10.0,2.0,1,North Europe,1,1,0
27743,ESS8e02_1,8,2.1,IS,1.0,2000,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,5,3,6,19.0,2.0,4.75,6.5,1.0,1.0,0.0,-1.0,1.0,4.583333333333333,2.6666666666666665,-3.125,2.0,6.0,1,North Europe,-1,0,1
27744,ESS8e02_1,8,2.1,IS,0.0,1952,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education",Allow many to come and live here,Allow some,6,7,5,67.0,4.0,3.5,1.0,2.0,1.0,1.0,1.0,0.0,2.6666666666666665,1.6666666666666667,1.25,5.0,2.0,1,North Europe,1,1,0
27745,ESS8e02_1,8,2.1,IS,1.0,1984,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5",ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,8,9,8,35.0,5.0,4.0,2.5,2.0,2.0,2.0,2.0,2.0,3.75,1.5,1.5,10.0,3.0,1,North Europe,1,1,0
27747,ESS8e02_1,8,2.1,IS,1.0,1979,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow some,Bad for the economy,3,4,40.0,4.0,2.5,2.5,2.0,1.0,-1.0,-1.0,-1.0,2.8333333333333335,0.6666666666666666,1.0,0.0,2.0,0,North Europe,1,1,0
27748,ESS8e02_1,8,2.1,IS,0.0,1959,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,4,7,7,60.0,5.0,3.5,2.5,1.0,1.0,-1.0,1.0,1.0,3.5833333333333335,1.5,1.75,3.0,3.0,1,North Europe,1,1,0
27749,ESS8e02_1,8,2.1,IS,1.0,1945,1.0,Yes,"ISCED 1, completed primary education","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,Good for the economy,Cultural life enriched,Better place to live,74.0,1.0,2.5,1.0,2.0,2.0,1.0,1.0,1.0,1.5,1.0,-0.75,7.0,2.0,1,North Europe,-1,0,1
27750,ESS8e02_1,8,2.1,IS,0.0,1955,1.0,Yes,ISCED 4 programmes without access ISCED 5,ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,7,Cultural life enriched,7,64.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.6666666666666665,0.6666666666666666,0.5,7.0,4.0,1,North Europe,1,1,0
27751,ESS8e02_1,8,2.1,IS,1.0,1985,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,"ISCED 5A short, intermediate/academic/general tertiary below bachelor",Allow some,Allow some,8,9,9,34.0,6.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,5.166666666666667,1.6666666666666667,2.0,8.0,4.0,1,North Europe,1,1,0
27752,ESS8e02_1,8,2.1,IS,1.0,1959,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3C < 2 years, no access ISCED 5","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,8,Cultural life enriched,Better place to live,60.0,8.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.5,3.0,4.5,8.0,3.0,1,North Europe,1,1,0
27753,ESS8e02_1,8,2.1,IS,1.0,1995,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 5B short, advanced vocational qualifications",Allow some,Allow some,2,2,7,24.0,5.0,3.5,5.0,1.0,1.0,-2.0,-2.0,1.0,4.416666666666667,1.0,0.5,-1.0,4.0,0,North Europe,1,1,0
27754,ESS8e02_1,8,2.1,IS,0.0,1966,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3",ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,7,Cultural life enriched,Better place to live,53.0,2.0,4.0,2.5,2.0,2.0,1.0,1.0,1.0,3.0,1.0,-0.75,7.0,3.0,1,North Europe,-1,0,1
27755,ESS8e02_1,8,2.1,IS,0.0,1990,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,8,8,8,29.0,6.0,4.75,6.5,2.0,2.0,2.0,2.0,2.0,5.916666666666667,1.1666666666666667,0.875,10.0,6.0,1,North Europe,1,1,0
27756,ESS8e02_1,8,2.1,IS,0.0,1953,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow some,Allow some,5,9,6,66.0,6.0,3.5,3.0,1.0,1.0,0.0,2.0,1.0,4.333333333333333,2.3333333333333335,3.25,5.0,3.0,1,North Europe,1,1,0
27758,ESS8e02_1,8,2.1,IS,1.0,1963,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow some,4,5,5,56.0,2.0,7.5,6.5,2.0,1.0,-1.0,0.0,0.0,5.5,3.3333333333333335,-4.5,2.0,7.0,1,North Europe,-1,0,1
27759,ESS8e02_1,8,2.1,IS,0.0,1969,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,7,7,7,50.0,6.0,3.5,6.5,1.0,1.0,1.0,1.0,1.0,5.5,2.0,1.5,5.0,5.0,1,North Europe,1,1,0
27762,ESS8e02_1,8,2.1,IS,1.0,1940,1.0,Yes,ISCED 4 programmes without access ISCED 5,ISCED 4 programmes without access ISCED 5,"ISCED 1, completed primary education",Allow many to come and live here,Allow some,5,5,6,79.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.5,4.0,2.0,1,North Europe,1,1,0
27763,ESS8e02_1,8,2.1,IS,0.0,1987,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,7,Cultural life enriched,Better place to live,32.0,5.0,2.5,2.5,2.0,2.0,1.0,1.0,1.0,3.25,1.5,2.25,7.0,2.0,1,North Europe,1,1,0
27764,ESS8e02_1,8,2.1,IS,0.0,1988,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3C < 2 years, no access ISCED 5","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,8,7,5,31.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,4.166666666666667,2.3333333333333335,3.5,7.0,3.0,1,North Europe,1,1,0
27765,ESS8e02_1,8,2.1,IS,1.0,1967,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,Good for the economy,Cultural life enriched,Better place to live,52.0,6.0,4.0,2.5,2.0,2.0,1.0,1.0,1.0,4.333333333333333,2.6666666666666665,3.25,7.0,3.0,1,North Europe,1,1,0
27766,ESS8e02_1,8,2.1,IS,0.0,1976,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C < 2 years, no access ISCED 5",Allow a few,Allow a few,5,8,5,43.0,8.0,4.0,3.0,-1.0,-1.0,0.0,2.0,0.0,4.833333333333333,3.0,4.0,0.0,4.0,0,North Europe,1,1,0
27767,ESS8e02_1,8,2.1,IS,1.0,1951,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow some,Allow some,5,6,6,68.0,5.0,4.75,6.5,1.0,1.0,0.0,1.0,1.0,5.333333333333333,1.1666666666666667,-0.875,4.0,6.0,1,North Europe,-1,0,1
27768,ESS8e02_1,8,2.1,IS,0.0,1952,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5",ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C < 2 years, no access ISCED 5",Allow some,Allow a few,8,8,5,67.0,4.0,4.0,3.0,1.0,-1.0,2.0,2.0,0.0,3.5,0.6666666666666666,0.0,4.0,4.0,1,North Europe,0,0,0
27769,ESS8e02_1,8,2.1,IS,0.0,1953,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,8,9,9,66.0,8.0,4.0,2.5,2.0,2.0,2.0,2.0,2.0,4.666666666666667,3.3333333333333335,4.25,10.0,3.0,1,North Europe,1,1,0
27770,ESS8e02_1,8,2.1,IS,1.0,1984,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow some,6,5,5,35.0,6.0,4.75,7.5,2.0,1.0,1.0,0.0,0.0,6.25,1.8333333333333333,0.375,4.0,6.0,1,North Europe,1,1,0
27771,ESS8e02_1,8,2.1,IS,0.0,1953,1.0,Yes,"ISCED 5A short, intermediate/academic/general tertiary below bachelor",ISCED 4 programmes without access ISCED 5,"ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow some,6,8,6,66.0,5.0,4.0,7.5,2.0,1.0,1.0,2.0,1.0,5.5,2.3333333333333335,-0.75,7.0,6.0,1,North Europe,-1,0,1
27772,ESS8e02_1,8,2.1,IS,1.0,1980,1.0,Yes,"ISCED 5A short, intermediate/academic/general tertiary below bachelor","Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,Good for the economy,Cultural life enriched,Better place to live,39.0,5.0,3.5,7.5,2.0,2.0,1.0,1.0,1.0,5.333333333333333,2.6666666666666665,-0.5,7.0,6.0,1,North Europe,-1,0,1
27774,ESS8e02_1,8,2.1,IS,0.0,1955,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,9,Cultural life enriched,Better place to live,64.0,8.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.8333333333333335,4.333333333333333,5.5,8.0,2.0,1,North Europe,1,1,0
27776,ESS8e02_1,8,2.1,IS,1.0,1972,1.0,Yes,ISCED 4 programmes without access ISCED 5,ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow some,5,5,6,47.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,3.6666666666666665,0.6666666666666666,0.5,4.0,4.0,1,North Europe,1,1,0
27778,ESS8e02_1,8,2.1,IS,0.0,1958,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,9,6,5,61.0,6.0,3.5,2.5,1.0,1.0,2.0,1.0,0.0,4.166666666666667,2.6666666666666665,3.5,5.0,3.0,1,North Europe,1,1,0
27779,ESS8e02_1,8,2.1,IS,1.0,2001,1.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow many to come and live here,9,8,8,18.0,2.0,3.5,4.75,2.0,2.0,2.0,2.0,2.0,3.5833333333333335,1.5,-1.625,10.0,4.0,1,North Europe,-1,0,1
27780,ESS8e02_1,8,2.1,IS,0.0,1955,0.0,Yes,"Vocational ISCED 3C < 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,8,Cultural life enriched,Better place to live,64.0,3.0,2.5,2.5,2.0,2.0,2.0,1.0,1.0,2.6666666666666665,0.3333333333333333,0.5,8.0,2.0,1,North Europe,1,1,0
27781,ESS8e02_1,8,2.1,IS,0.0,1971,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,7,8,8,48.0,4.0,3.5,2.5,2.0,2.0,1.0,2.0,2.0,3.1666666666666665,0.6666666666666666,0.5,9.0,3.0,1,North Europe,1,1,0
27782,ESS8e02_1,8,2.1,IS,1.0,1956,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow a few,8,8,8,63.0,8.0,2.5,2.5,1.0,-1.0,2.0,2.0,2.0,4.166666666666667,3.3333333333333335,5.0,6.0,2.0,1,North Europe,1,1,0
27783,ESS8e02_1,8,2.1,IS,1.0,1988,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,5,6,6,31.0,6.0,7.5,7.5,1.0,1.0,0.0,1.0,1.0,7.166666666666667,0.6666666666666666,-1.0,4.0,8.0,1,North Europe,-1,0,1
27785,ESS8e02_1,8,2.1,IS,1.0,1946,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C < 2 years, no access ISCED 5","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow some,Allow some,5,5,5,73.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.8333333333333335,0.3333333333333333,-0.5,2.0,3.0,1,North Europe,-1,0,1
27786,ESS8e02_1,8,2.1,IS,1.0,2000,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow a few,5,3,5,19.0,2.0,2.5,2.5,2.0,-1.0,0.0,-1.0,0.0,2.5,0.0,0.0,0.0,2.0,0,North Europe,0,0,0
27788,ESS8e02_1,8,2.1,IS,1.0,1960,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow some,Good for the economy,Cultural life enriched,Better place to live,59.0,8.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.833333333333333,3.0,4.0,6.0,4.0,1,North Europe,1,1,0
27789,ESS8e02_1,8,2.1,IS,0.0,2000,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,2,7,Better place to live,19.0,2.0,7.5,7.5,2.0,2.0,-2.0,1.0,1.0,5.833333333333333,3.3333333333333335,-5.0,4.0,8.0,1,North Europe,-1,0,1
27790,ESS8e02_1,8,2.1,IS,1.0,1946,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,ISCED 4 programmes without access ISCED 5,Allow many to come and live here,Allow a few,7,7,7,73.0,6.0,4.0,4.0,2.0,-1.0,1.0,1.0,1.0,4.833333333333333,1.6666666666666667,2.5,4.0,4.0,1,North Europe,1,1,0
27791,ESS8e02_1,8,2.1,IS,1.0,1981,1.0,Yes,ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,9,8,8,38.0,4.0,2.5,2.5,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.5,8.0,2.0,1,North Europe,1,1,0
27792,ESS8e02_1,8,2.1,IS,1.0,1938,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 1, completed primary education","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow a few,Allow a few,6,7,5,81.0,6.0,1.0,2.5,-1.0,-1.0,1.0,1.0,0.0,3.3333333333333335,3.6666666666666665,4.75,0.0,2.0,0,North Europe,1,1,0
27793,ESS8e02_1,8,2.1,IS,0.0,1987,1.0,Yes,"ISCED 5A short, intermediate/academic/general tertiary below bachelor","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,6,7,5,32.0,5.0,2.5,3.0,2.0,2.0,1.0,1.0,0.0,3.5,1.6666666666666667,2.25,6.0,3.0,1,North Europe,1,1,0
27794,ESS8e02_1,8,2.1,IS,1.0,1965,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow a few,7,7,7,54.0,4.0,2.5,2.5,2.0,-1.0,1.0,1.0,1.0,2.8333333333333335,0.6666666666666666,1.0,4.0,2.0,1,North Europe,1,1,0
27796,ESS8e02_1,8,2.1,IS,0.0,1956,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,5,6,5,63.0,4.0,3.5,2.5,1.0,-1.0,0.0,1.0,0.0,3.1666666666666665,0.6666666666666666,0.5,1.0,3.0,1,North Europe,1,1,0
27797,ESS8e02_1,8,2.1,IS,0.0,1967,0.0,Yes,"ISCED 5B short, advanced vocational qualifications","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow some,8,8,8,52.0,5.0,2.5,2.5,2.0,1.0,2.0,2.0,2.0,3.3333333333333335,1.6666666666666667,2.5,9.0,2.0,1,North Europe,1,1,0
27798,ESS8e02_1,8,2.1,IS,1.0,1998,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 6, doctoral degree","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,6,8,5,21.0,2.0,8.0,7.5,2.0,2.0,1.0,2.0,0.0,6.0,3.6666666666666665,-5.25,7.0,8.0,1,North Europe,-1,0,1
27799,ESS8e02_1,8,2.1,IS,1.0,1973,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,9,9,9,46.0,6.0,4.0,2.5,2.0,2.0,2.0,2.0,2.0,4.333333333333333,2.6666666666666665,3.25,10.0,3.0,1,North Europe,1,1,0
27800,ESS8e02_1,8,2.1,IS,0.0,1980,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,9,Cultural life enriched,Better place to live,39.0,6.0,7.5,6.5,2.0,2.0,2.0,1.0,1.0,6.833333333333333,0.6666666666666666,-0.5,8.0,7.0,1,North Europe,-1,0,1
27801,ESS8e02_1,8,2.1,IS,1.0,1963,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow a few,Allow a few,3,7,4,56.0,8.0,7.5,7.5,-1.0,-1.0,-1.0,1.0,-1.0,7.5,0.0,0.0,-3.0,8.0,0,North Europe,0,0,0
27802,ESS8e02_1,8,2.1,IS,0.0,1969,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5",ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow some,Allow a few,7,7,5,50.0,4.0,4.0,3.5,1.0,-1.0,1.0,1.0,0.0,3.6666666666666665,0.3333333333333333,-0.25,2.0,4.0,1,North Europe,-1,0,1
27803,ESS8e02_1,8,2.1,IS,0.0,1987,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary",Allow many to come and live here,Allow many to come and live here,Good for the economy,Cultural life enriched,8,32.0,8.0,7.5,6.5,2.0,2.0,1.0,1.0,2.0,7.166666666666667,0.6666666666666666,0.5,8.0,7.0,1,North Europe,1,1,0
27804,ESS8e02_1,8,2.1,IS,1.0,1984,1.0,Yes,"ISCED 5B short, advanced vocational qualifications","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow some,Allow some,6,7,7,35.0,5.0,2.5,3.5,1.0,1.0,1.0,1.0,1.0,3.6666666666666665,1.6666666666666667,2.0,5.0,3.0,1,North Europe,1,1,0
27805,ESS8e02_1,8,2.1,IS,1.0,1952,0.0,Yes,ISCED 4 programmes without access ISCED 5,ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C < 2 years, no access ISCED 5",Allow some,Allow a few,8,8,8,67.0,4.0,4.0,3.0,1.0,-1.0,2.0,2.0,2.0,3.6666666666666665,0.6666666666666666,0.5,6.0,4.0,1,North Europe,1,1,0
27806,ESS8e02_1,8,2.1,IS,0.0,1960,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,6,8,8,59.0,2.0,2.5,2.5,1.0,1.0,1.0,2.0,2.0,2.5,0.0,0.0,7.0,2.0,1,North Europe,0,0,0
27808,ESS8e02_1,8,2.1,IS,0.0,1987,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C < 2 years, no access ISCED 5",Allow many to come and live here,Allow many to come and live here,8,7,5,32.0,8.0,2.5,3.0,2.0,2.0,2.0,1.0,0.0,4.333333333333333,3.3333333333333335,4.75,7.0,3.0,1,North Europe,1,1,0
27809,ESS8e02_1,8,2.1,IS,0.0,1977,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,8,8,7,42.0,4.0,3.5,2.5,1.0,1.0,2.0,2.0,1.0,3.1666666666666665,0.6666666666666666,0.5,7.0,3.0,1,North Europe,1,1,0
27810,ESS8e02_1,8,2.1,IS,0.0,1955,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,8,9,9,64.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.8333333333333333,1.6666666666666667,2.5,10.0,1.0,1,North Europe,1,1,0
27811,ESS8e02_1,8,2.1,IS,1.0,1965,1.0,Yes,ISCED 4 programmes without access ISCED 5,ISCED 4 programmes without access ISCED 5,"General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow some,8,9,8,54.0,4.0,4.0,2.5,2.0,1.0,2.0,2.0,2.0,3.5,1.0,0.75,9.0,3.0,1,North Europe,1,1,0
27812,ESS8e02_1,8,2.1,IS,0.0,1981,0.0,Yes,"Vocational ISCED 3C < 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,3,4,5,38.0,3.0,2.5,2.5,-1.0,-1.0,-1.0,-1.0,0.0,2.6666666666666665,0.3333333333333333,0.5,-4.0,2.0,0,North Europe,1,1,0
27813,ESS8e02_1,8,2.1,IS,1.0,1997,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3",ISCED 4 programmes without access ISCED 5,"ISCED 5A short, intermediate/academic/general tertiary below bachelor",Allow many to come and live here,Allow many to come and live here,8,5,5,22.0,2.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,3.8333333333333335,1.6666666666666667,-2.0,6.0,4.0,1,North Europe,-1,0,1
