,name,essround,edition,cntry,gndr,yrbrn,rlgblg,ctzcntr,edulvlb,edulvlfb,edulvlmb,imsmetn,impcntr,imbgeco,imueclt,imwbcnt,age,edu_lv,edu_lvf,edu_lvm,imsmetn_lv,impcntr_lv,imbgeco_lv,imueclt_lv,imwbcnt_lv,edu_overall,edu_difference,edu_mobility,attitude_lv,edu_lvp,attitude_b,region,edu_mobility_onehot,edu_up,edu_down
28778,ESS8e02_1,8,2.1,IT,1.0,1973,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,3,1,2,46.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-2.0,-2.0,1.5,1.0,1.5,-5.0,1.0,0,South Europe,1,1,0
28779,ESS8e02_1,8,2.1,IT,1.0,1975,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,7,5,4,44.0,4.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.8333333333333333,1.6666666666666667,2.5,0.0,1.0,0,South Europe,1,1,0
28781,ESS8e02_1,8,2.1,IT,0.0,1962,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow some,7,8,7,57.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.3333333333333335,2.6666666666666665,4.0,7.0,1.0,1,South Europe,1,1,0
28784,ESS8e02_1,8,2.1,IT,0.0,1963,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,6,6,7,56.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,2.5,3.75,5.0,1.0,1,South Europe,1,1,0
28785,ESS8e02_1,8,2.1,IT,0.0,1972,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,7,3,1,47.0,5.0,2.5,2.5,1.0,1.0,1.0,-1.0,-2.0,3.25,1.5,2.25,0.0,2.0,0,South Europe,1,1,0
28787,ESS8e02_1,8,2.1,IT,0.0,1977,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,8,9,8,42.0,5.0,2.5,2.5,1.0,1.0,2.0,2.0,2.0,3.3333333333333335,1.6666666666666667,2.5,8.0,2.0,1,South Europe,1,1,0
28788,ESS8e02_1,8,2.1,IT,0.0,1969,1.0,Yes,"Vocational ISCED 3C < 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,5,4,6,50.0,3.0,2.5,2.5,1.0,1.0,0.0,-1.0,1.0,2.6666666666666665,0.3333333333333333,0.5,2.0,2.0,1,South Europe,1,1,0
28789,ESS8e02_1,8,2.1,IT,0.0,1948,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,71.0,2.0,1.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,1.5,1.0,1.5,-7.0,1.0,0,South Europe,1,1,0
28790,ESS8e02_1,8,2.1,IT,0.0,1968,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,5,5,2,51.0,8.0,2.5,2.5,-1.0,-1.0,0.0,0.0,-2.0,4.166666666666667,3.3333333333333335,5.0,-4.0,2.0,0,South Europe,1,1,0
28791,ESS8e02_1,8,2.1,IT,0.0,1970,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Don't know,6,3,6,49.0,8.0,2.5,2.5,-1.0,0.0,1.0,-1.0,1.0,4.166666666666667,3.3333333333333335,5.0,0.0,2.0,0,South Europe,1,1,0
28793,ESS8e02_1,8,2.1,IT,0.0,1966,1.0,Yes,"ISCED 6, doctoral degree","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,5,5,5,53.0,8.0,4.75,2.5,-1.0,-1.0,0.0,0.0,0.0,5.083333333333333,3.6666666666666665,4.375,-2.0,4.0,0,South Europe,1,1,0
28794,ESS8e02_1,8,2.1,IT,0.0,1955,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow many to come and live here,Allow many to come and live here,9,9,9,64.0,8.0,4.75,2.5,2.0,2.0,2.0,2.0,2.0,4.916666666666667,3.3333333333333335,3.875,10.0,4.0,1,South Europe,1,1,0
28797,ESS8e02_1,8,2.1,IT,0.0,1970,0.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education",Allow a few,Allow a few,6,Don't know,Don't know,49.0,4.0,2.5,1.0,-1.0,-1.0,1.0,0.0,0.0,2.3333333333333335,1.6666666666666667,1.75,-1.0,2.0,0,South Europe,1,1,0
28798,ESS8e02_1,8,2.1,IT,1.0,1975,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,1,2,Worse place to live,44.0,4.0,2.5,2.5,1.0,1.0,-2.0,-2.0,-1.0,2.8333333333333335,0.6666666666666666,1.0,-3.0,2.0,0,South Europe,1,1,0
28799,ESS8e02_1,8,2.1,IT,0.0,1991,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,28.0,5.0,2.5,3.5,-2.0,-2.0,-1.0,-1.0,-1.0,3.5833333333333335,1.5,1.75,-7.0,3.0,0,South Europe,1,1,0
28803,ESS8e02_1,8,2.1,IT,0.0,1997,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,7,7,5,22.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.25,2.5,3.75,6.0,1.0,1,South Europe,1,1,0
28804,ESS8e02_1,8,2.1,IT,1.0,1968,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Don't know,Don't know,Don't know,Don't know,Don't know,51.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,1.0,0,South Europe,1,1,0
28805,ESS8e02_1,8,2.1,IT,0.0,1978,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow some,Allow a few,4,3,3,41.0,5.0,5.0,3.5,1.0,-1.0,-1.0,-1.0,-1.0,4.416666666666667,1.0,0.5,-3.0,4.0,0,South Europe,1,1,0
28806,ESS8e02_1,8,2.1,IT,0.0,1969,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow none,6,7,6,50.0,2.0,2.5,1.0,1.0,-2.0,1.0,1.0,1.0,2.0,1.0,0.75,2.0,2.0,1,South Europe,1,1,0
28807,ESS8e02_1,8,2.1,IT,0.0,1968,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow a few,2,3,2,51.0,2.0,1.0,1.0,-2.0,-1.0,-2.0,-1.0,-2.0,1.5,1.0,1.5,-8.0,1.0,0,South Europe,1,1,0
28808,ESS8e02_1,8,2.1,IT,0.0,1963,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,1,3,1,56.0,5.0,2.5,2.5,1.0,1.0,-2.0,-1.0,-2.0,3.3333333333333335,1.6666666666666667,2.5,-3.0,2.0,0,South Europe,1,1,0
28809,ESS8e02_1,8,2.1,IT,1.0,1938,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,Don't know,Cultural life undermined,Worse place to live,81.0,2.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.5,1.0,1.5,0.0,1.0,0,South Europe,1,1,0
28811,ESS8e02_1,8,2.1,IT,1.0,1983,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow many to come and live here,Good for the economy,Cultural life enriched,Better place to live,36.0,8.0,5.0,2.5,2.0,2.0,1.0,1.0,1.0,5.0,3.3333333333333335,3.75,7.0,4.0,1,South Europe,1,1,0
28812,ESS8e02_1,8,2.1,IT,1.0,1996,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,7,6,7,23.0,5.0,5.0,2.5,1.0,1.0,1.0,1.0,1.0,4.166666666666667,1.6666666666666667,1.25,5.0,4.0,1,South Europe,1,1,0
28813,ESS8e02_1,8,2.1,IT,1.0,1987,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow a few,5,4,4,32.0,5.0,2.5,4.75,1.0,-1.0,0.0,-1.0,-1.0,4.083333333333333,1.6666666666666667,1.375,-2.0,4.0,0,South Europe,1,1,0
28814,ESS8e02_1,8,2.1,IT,1.0,1934,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,7,7,6,85.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,5.0,1.0,1,South Europe,1,1,0
28816,ESS8e02_1,8,2.1,IT,1.0,1948,0.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow a few,Allow some,1,1,1,71.0,1.0,1.0,1.0,-1.0,1.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,-6.0,1.0,0,South Europe,0,0,0
28817,ESS8e02_1,8,2.1,IT,0.0,1954,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5",ISCED 4 programmes without access ISCED 5,"Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow many to come and live here,Allow a few,4,5,4,65.0,5.0,4.0,3.5,2.0,-1.0,-1.0,0.0,-1.0,4.166666666666667,1.0,1.25,-1.0,4.0,0,South Europe,1,1,0
28818,ESS8e02_1,8,2.1,IT,0.0,1996,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,3,5,5,23.0,5.0,3.5,5.0,1.0,1.0,-1.0,0.0,0.0,4.416666666666667,1.0,0.5,1.0,4.0,1,South Europe,1,1,0
28819,ESS8e02_1,8,2.1,IT,0.0,1977,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,42.0,8.0,2.5,2.5,1.0,-2.0,-1.0,-1.0,-1.0,4.166666666666667,3.3333333333333335,5.0,-4.0,2.0,0,South Europe,1,1,0
28820,ESS8e02_1,8,2.1,IT,0.0,1945,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 2A/2B, access ISCED 3 vocational",Allow a few,Allow a few,5,6,1,74.0,5.0,2.5,2.5,-1.0,-1.0,0.0,1.0,-2.0,3.3333333333333335,1.6666666666666667,2.5,-3.0,2.0,0,South Europe,1,1,0
28821,ESS8e02_1,8,2.1,IT,1.0,1995,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow a few,6,5,6,24.0,5.0,4.75,4.75,2.0,-1.0,1.0,0.0,1.0,4.75,0.0,0.0,3.0,5.0,1,South Europe,0,0,0
28822,ESS8e02_1,8,2.1,IT,1.0,1950,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow none,Allow none,Bad for the economy,Cultural life undermined,1,69.0,8.0,2.5,1.0,-2.0,-2.0,-1.0,-1.0,-2.0,3.6666666666666665,4.333333333333333,5.75,-8.0,2.0,0,South Europe,1,1,0
28823,ESS8e02_1,8,2.1,IT,0.0,1975,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,4,6,5,44.0,5.0,3.5,2.5,1.0,1.0,-1.0,1.0,0.0,3.5833333333333335,1.5,1.75,2.0,3.0,1,South Europe,1,1,0
28824,ESS8e02_1,8,2.1,IT,1.0,1923,1.0,Yes,"Vocational ISCED 3C >= 2 years, no access ISCED 5","ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3",Allow none,Allow none,2,1,Worse place to live,96.0,4.0,1.0,2.5,-2.0,-2.0,-2.0,-2.0,-1.0,2.3333333333333335,1.6666666666666667,1.75,-9.0,2.0,0,South Europe,1,1,0
28827,ESS8e02_1,8,2.1,IT,0.0,1975,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,6,4,5,44.0,8.0,7.5,4.75,1.0,1.0,1.0,-1.0,0.0,6.583333333333333,1.8333333333333333,1.375,2.0,6.0,1,South Europe,1,1,0
28828,ESS8e02_1,8,2.1,IT,1.0,1976,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,4,2,5,43.0,2.0,1.0,1.0,1.0,1.0,-1.0,-2.0,0.0,1.5,1.0,1.5,-1.0,1.0,0,South Europe,1,1,0
28829,ESS8e02_1,8,2.1,IT,0.0,1962,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,4,5,5,57.0,2.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.5,1.0,1.5,1.0,1.0,1,South Europe,1,1,0
28830,ESS8e02_1,8,2.1,IT,1.0,1992,1.0,Yes,"Vocational ISCED 3C < 2 years, no access ISCED 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,Bad for the economy,Cultural life undermined,Worse place to live,27.0,3.0,2.5,2.5,1.0,1.0,-1.0,-1.0,-1.0,2.6666666666666665,0.3333333333333333,0.5,-1.0,2.0,0,South Europe,1,1,0
28831,ESS8e02_1,8,2.1,IT,0.0,1971,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow none,Allow none,1,1,1,48.0,8.0,2.5,2.5,-2.0,-2.0,-2.0,-2.0,-2.0,4.166666666666667,3.3333333333333335,5.0,-10.0,2.0,0,South Europe,1,1,0
28833,ESS8e02_1,8,2.1,IT,1.0,1951,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow many to come and live here,4,3,2,68.0,2.0,1.0,1.0,1.0,2.0,-1.0,-1.0,-2.0,1.5,1.0,1.5,-1.0,1.0,0,South Europe,1,1,0
28834,ESS8e02_1,8,2.1,IT,0.0,1947,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow some,6,3,3,72.0,5.0,2.5,1.0,1.0,1.0,1.0,-1.0,-1.0,2.75,2.5,3.0,1.0,2.0,1,South Europe,1,1,0
28835,ESS8e02_1,8,2.1,IT,0.0,1989,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,3,5,Worse place to live,30.0,6.0,2.5,2.5,-1.0,-1.0,-1.0,0.0,-1.0,3.8333333333333335,2.6666666666666665,4.0,-4.0,2.0,0,South Europe,1,1,0
28837,ESS8e02_1,8,2.1,IT,1.0,1993,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow none,Allow none,6,6,6,26.0,5.0,2.5,2.5,-2.0,-2.0,1.0,1.0,1.0,3.3333333333333335,1.6666666666666667,2.5,-1.0,2.0,0,South Europe,1,1,0
28839,ESS8e02_1,8,2.1,IT,1.0,1990,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Don't know,Bad for the economy,Cultural life undermined,Worse place to live,29.0,5.0,2.5,2.5,-1.0,0.0,-1.0,-1.0,-1.0,3.3333333333333335,1.6666666666666667,2.5,-4.0,2.0,0,South Europe,1,1,0
28840,ESS8e02_1,8,2.1,IT,1.0,1989,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,6,8,5,30.0,6.0,2.5,2.5,1.0,1.0,1.0,2.0,0.0,3.8333333333333335,2.6666666666666665,4.0,5.0,2.0,1,South Europe,1,1,0
28844,ESS8e02_1,8,2.1,IT,1.0,1975,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow none,Allow none,Bad for the economy,Cultural life undermined,1,44.0,5.0,2.5,2.5,-2.0,-2.0,-1.0,-1.0,-2.0,3.25,1.5,2.25,-8.0,2.0,0,South Europe,1,1,0
28845,ESS8e02_1,8,2.1,IT,0.0,1943,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,3,4,3,76.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0,South Europe,0,0,0
28846,ESS8e02_1,8,2.1,IT,1.0,2000,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,Don't know,4,7,19.0,2.0,4.75,5.0,-1.0,-1.0,0.0,-1.0,1.0,4.083333333333333,1.6666666666666667,-2.375,-2.0,5.0,0,South Europe,-1,0,1
28849,ESS8e02_1,8,2.1,IT,0.0,1974,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,3,4,3,45.0,5.0,2.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.3333333333333335,1.6666666666666667,2.5,-5.0,2.0,0,South Europe,1,1,0
28850,ESS8e02_1,8,2.1,IT,1.0,1967,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow a few,Allow a few,Bad for the economy,4,Worse place to live,52.0,8.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.833333333333333,1.6666666666666667,2.5,-5.0,5.0,0,South Europe,1,1,0
28851,ESS8e02_1,8,2.1,IT,1.0,1966,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,53.0,5.0,2.5,2.5,-1.0,-2.0,-1.0,-1.0,-1.0,3.3333333333333335,1.6666666666666667,2.5,-6.0,2.0,0,South Europe,1,1,0
28852,ESS8e02_1,8,2.1,IT,1.0,1943,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","Vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education",Allow some,Allow some,8,8,4,76.0,2.0,2.5,1.0,1.0,1.0,2.0,2.0,-1.0,2.0,1.0,0.75,5.0,2.0,1,South Europe,1,1,0
28854,ESS8e02_1,8,2.1,IT,1.0,1988,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,5,6,7,31.0,5.0,2.5,2.5,1.0,1.0,0.0,1.0,1.0,3.25,1.5,2.25,4.0,2.0,1,South Europe,1,1,0
28855,ESS8e02_1,8,2.1,IT,1.0,1973,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,7,7,7,46.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.25,2.5,3.75,7.0,1.0,1,South Europe,1,1,0
28856,ESS8e02_1,8,2.1,IT,1.0,1949,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,6,6,6,70.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.5,5.0,1.0,1,South Europe,1,1,0
28857,ESS8e02_1,8,2.1,IT,0.0,1990,0.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3C >= 2 years, no access ISCED 5",Allow none,Allow none,Bad for the economy,Cultural life undermined,1,29.0,5.0,3.5,3.5,-2.0,-2.0,-1.0,-1.0,-2.0,3.9166666666666665,0.8333333333333334,1.25,-8.0,4.0,0,South Europe,1,1,0
28861,ESS8e02_1,8,2.1,IT,0.0,1945,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow none,Allow none,Bad for the economy,Cultural life undermined,1,74.0,2.0,2.5,2.5,-2.0,-2.0,-1.0,-1.0,-2.0,2.5,0.0,0.0,-8.0,2.0,0,South Europe,0,0,0
28863,ESS8e02_1,8,2.1,IT,0.0,1964,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,4,5,3,55.0,2.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,1.5,1.0,1.5,-2.0,1.0,0,South Europe,1,1,0
28864,ESS8e02_1,8,2.1,IT,0.0,1991,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow some,5,5,5,28.0,6.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,5.5,1.0,1.5,2.0,5.0,1,South Europe,1,1,0
28865,ESS8e02_1,8,2.1,IT,1.0,1997,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow some,5,4,Don't know,22.0,5.0,5.0,5.0,2.0,1.0,0.0,-1.0,0.0,4.916666666666667,0.16666666666666666,-0.25,2.0,5.0,1,South Europe,-1,0,1
28866,ESS8e02_1,8,2.1,IT,0.0,1969,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow a few,Allow a few,3,5,2,50.0,5.0,2.5,2.5,-1.0,-1.0,-1.0,0.0,-2.0,3.3333333333333335,1.6666666666666667,2.5,-5.0,2.0,0,South Europe,1,1,0
28869,ESS8e02_1,8,2.1,IT,1.0,1972,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow none,Allow none,1,1,1,47.0,2.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.5,1.0,1.5,-10.0,1.0,0,South Europe,1,1,0
28871,ESS8e02_1,8,2.1,IT,0.0,1970,1.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,2,6,3,49.0,2.0,1.0,1.0,1.0,-1.0,-2.0,1.0,-1.0,1.5,1.0,1.5,-2.0,1.0,0,South Europe,1,1,0
28872,ESS8e02_1,8,2.1,IT,1.0,1993,0.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3C >= 2 years, no access ISCED 5","Vocational ISCED 3A, access upper tier ISCED 5A/all 5",Allow none,Allow a few,6,5,4,26.0,5.0,3.5,5.0,-2.0,-1.0,1.0,0.0,-1.0,4.5,1.0,0.75,-3.0,4.0,0,South Europe,1,1,0
28873,ESS8e02_1,8,2.1,IT,0.0,1998,0.0,Yes,"General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3","General ISCED 2A, access ISCED 3A general/all 3",Allow some,Allow some,3,7,7,21.0,2.0,2.5,2.5,1.0,1.0,-1.0,1.0,1.0,2.5,0.0,0.0,3.0,2.0,1,South Europe,0,0,0
28875,ESS8e02_1,8,2.1,IT,0.0,1967,1.0,Yes,"ISCED 1, completed primary education","General ISCED 2A, access ISCED 3A general/all 3","ISCED 1, completed primary education",Allow some,Allow some,6,5,5,52.0,1.0,2.5,1.0,1.0,1.0,1.0,0.0,0.0,1.5,1.0,-0.75,3.0,2.0,1,South Europe,-1,0,1
28876,ESS8e02_1,8,2.1,IT,0.0,1957,1.0,Yes,"Vocational ISCED 3A, access upper tier ISCED 5A/all 5","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow many to come and live here,8,8,5,62.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.3333333333333335,2.6666666666666665,4.0,8.0,1.0,1,South Europe,1,1,0
